"Date","Price","Open","High","Low","Change %"
"Jul 26, 2021","6.1073","6.1265","6.1616","6.0841","-0.23%"
"Jul 23, 2021","6.1213","6.1214","6.1602","6.0680","0.01%"
"Jul 22, 2021","6.1208","6.1187","6.1679","6.0875","0.06%"
"Jul 21, 2021","6.1170","6.1519","6.2241","6.1141","-0.52%"
"Jul 20, 2021","6.1492","6.1980","6.2266","6.1220","-0.76%"
"Jul 19, 2021","6.1962","6.0403","6.2045","6.0183","2.62%"
"Jul 16, 2021","6.0379","6.0390","6.0517","5.9923","0.03%"
"Jul 15, 2021","6.0359","6.0033","6.0662","5.9697","0.58%"
"Jul 14, 2021","6.0011","6.0799","6.0978","5.9903","-1.27%"
"Jul 13, 2021","6.0780","6.1373","6.1620","6.0781","-0.92%"
"Jul 12, 2021","6.1347","6.2442","6.2625","6.1220","-1.73%"
"Jul 09, 2021","6.2427","6.2295","6.2495","6.2193","0.26%"
"Jul 08, 2021","6.2264","6.1701","6.3046","6.1655","0.96%"
"Jul 07, 2021","6.1674","6.1473","6.2337","6.1142","0.37%"
"Jul 06, 2021","6.1444","6.0464","6.1692","6.0111","1.76%"
"Jul 05, 2021","6.0384","6.0009","6.0517","5.9880","0.63%"
"Jul 02, 2021","6.0008","5.9824","6.0089","5.9102","0.34%"
"Jul 01, 2021","5.9804","5.8934","5.9893","5.8766","1.53%"
"Jun 30, 2021","5.8903","5.8970","5.9562","5.8890","-0.08%"
"Jun 29, 2021","5.8950","5.8749","5.9093","5.8532","0.39%"
"Jun 28, 2021","5.8719","5.8899","5.9255","5.8626","-0.26%"
"Jun 25, 2021","5.8871","5.8642","5.9346","5.8531","0.41%"
"Jun 24, 2021","5.8628","5.9247","5.9401","5.8444","-1.01%"
"Jun 23, 2021","5.9228","5.9204","5.9553","5.8975","0.08%"
"Jun 22, 2021","5.9181","5.9742","6.0040","5.9178","-0.94%"
"Jun 21, 2021","5.9744","6.0416","6.0592","5.9746","-1.02%"
"Jun 18, 2021","6.0360","5.9641","6.0605","5.9142","1.27%"
"Jun 17, 2021","5.9604","6.0647","6.0703","5.9616","-1.68%"
"Jun 16, 2021","6.0624","6.1185","6.1271","6.0469","-0.86%"
"Jun 15, 2021","6.1150","6.1343","6.1920","6.1072","-0.27%"
"Jun 14, 2021","6.1313","6.1946","6.2045","6.1271","-1.03%"
"Jun 11, 2021","6.1948","6.1533","6.2193","6.1293","0.70%"
"Jun 10, 2021","6.1517","6.1673","6.1984","6.1245","-0.21%"
"Jun 09, 2021","6.1646","6.1282","6.1934","6.1182","0.64%"
"Jun 08, 2021","6.1251","6.1518","6.1760","6.1146","-0.40%"
"Jun 07, 2021","6.1495","6.1407","6.1727","6.1168","0.11%"
"Jun 04, 2021","6.1427","6.1591","6.1975","6.1212","-0.22%"
"Jun 03, 2021","6.1560","6.1978","6.2011","6.1540","-0.66%"
"Jun 02, 2021","6.1966","6.2920","6.3076","6.1884","-1.48%"
"Jun 01, 2021","6.2898","6.3804","6.3885","6.2793","-1.38%"
"May 31, 2021","6.3780","6.3705","6.4355","6.3408","0.14%"
"May 28, 2021","6.3691","6.3893","6.4007","6.3442","-0.26%"
"May 27, 2021","6.3857","6.4764","6.4892","6.3828","-1.37%"
"May 26, 2021","6.4747","6.5326","6.5389","6.4562","-0.86%"
"May 25, 2021","6.5307","6.4983","6.5490","6.4851","0.52%"
"May 24, 2021","6.4972","6.5314","6.5618","6.4862","-0.50%"
"May 21, 2021","6.5300","6.4617","6.5422","6.4283","1.11%"
"May 20, 2021","6.4584","6.4650","6.4818","6.4390","-0.05%"
"May 19, 2021","6.4616","6.4298","6.4837","6.4135","0.52%"
