Date,Month,Year,Price,Open,High,Low,Vol.,Change %
"Dec 27, 2019",December,2019,1869.8,1882.92,1901.4,1866.01,6.19M,0.06%
"Dec 26, 2019",December,2019,1868.77,1801.01,1870.46,1799.5,6.02M,4.45%
"Dec 24, 2019",December,2019,1789.21,1793.81,1795.57,1787.58,881.34K,-0.21%
"Dec 23, 2019",December,2019,1793,1788.26,1793,1784.51,2.14M,0.36%
"Dec 20, 2019",December,2019,1786.5,1799.62,1802.97,1782.45,5.15M,-0.32%
"Dec 19, 2019",December,2019,1792.28,1780.5,1792.99,1774.06,2.74M,0.46%
"Dec 18, 2019",December,2019,1784.03,1795.02,1798.2,1782.36,3.35M,-0.37%
"Dec 17, 2019",December,2019,1790.66,1778.01,1792,1777.39,3.65M,1.21%
"Dec 16, 2019",December,2019,1769.21,1767,1769.5,1757.05,3.15M,0.47%
"Dec 13, 2019",December,2019,1760.94,1765,1768.99,1755,2.75M,0.03%
"Dec 12, 2019",December,2019,1760.33,1750,1764,1745.44,3.10M,0.66%
"Dec 11, 2019",December,2019,1748.72,1741.67,1750,1735.71,2.10M,0.55%
"Dec 10, 2019",December,2019,1739.21,1747.4,1750.67,1735,2.52M,-0.59%
"Dec 09, 2019",December,2019,1749.51,1750.66,1766.89,1745.61,2.50M,-0.12%
"Dec 06, 2019",December,2019,1751.6,1751.2,1754.4,1740.13,3.12M,0.64%
"Dec 05, 2019",December,2019,1740.48,1763.5,1763.5,1740,2.83M,-1.15%
"Dec 04, 2019",December,2019,1760.69,1774.01,1789.09,1760.22,2.68M,-0.52%
"Dec 03, 2019",December,2019,1769.96,1760,1772.87,1747.23,3.53M,-0.65%
"Dec 02, 2019",December,2019,1781.6,1804.4,1805.55,1762.68,3.93M,-1.07%
"Nov 29, 2019",November,2019,1800.8,1817.78,1824.69,1800.79,1.92M,-0.97%
"Nov 27, 2019",November,2019,1818.51,1801,1824.5,1797.31,3.04M,1.20%
"Nov 26, 2019",November,2019,1796.94,1779.92,1797.03,1778.35,3.19M,1.30%
"Nov 25, 2019",November,2019,1773.84,1753.25,1777.42,1753.24,3.49M,1.61%
"Nov 22, 2019",November,2019,1745.72,1739.02,1746.43,1731,2.48M,0.63%
"Nov 21, 2019",November,2019,1734.71,1743,1746.87,1730.36,2.66M,-0.62%
"Nov 20, 2019",November,2019,1745.53,1749.14,1762.52,1734.12,2.79M,-0.41%
"Nov 19, 2019",November,2019,1752.79,1756.99,1760.68,1743.03,2.27M,0.01%
"Nov 18, 2019",November,2019,1752.53,1738.3,1753.7,1722.71,2.84M,0.75%
"Nov 15, 2019",November,2019,1739.49,1760.05,1761.68,1732.86,3.93M,-0.86%
"Nov 14, 2019",November,2019,1754.6,1751.43,1766.59,1749.56,2.27M,0.08%
"Nov 13, 2019",November,2019,1753.11,1773.39,1775,1747.32,2.93M,-1.40%
"Nov 12, 2019",November,2019,1778,1774.66,1786.22,1771.91,2.04M,0.36%
"Nov 11, 2019",November,2019,1771.65,1778,1780,1767.13,1.95M,-0.80%
"Nov 08, 2019",November,2019,1785.88,1787.89,1789.88,1774.04,2.13M,-0.13%
"Nov 07, 2019",November,2019,1788.2,1803.76,1805.9,1783.48,2.65M,-0.42%
"Nov 06, 2019",November,2019,1795.77,1801,1802.5,1788.58,2.03M,-0.33%
"Nov 05, 2019",November,2019,1801.71,1809.16,1810.25,1794,1.89M,-0.16%
"Nov 04, 2019",November,2019,1804.66,1801.01,1815.06,1801.01,2.77M,0.74%
"Nov 01, 2019",November,2019,1791.44,1788.01,1797.44,1785.21,2.79M,0.83%
"Oct 31, 2019",October,2019,1776.66,1775.99,1792,1771.48,2.78M,-0.19%
"Oct 30, 2019",October,2019,1779.99,1760.24,1782.38,1759.12,2.45M,0.98%
"Oct 29, 2019",October,2019,1762.71,1774.81,1777,1755.81,2.28M,-0.81%
"Oct 28, 2019",October,2019,1777.08,1748.06,1778.7,1742.5,3.71M,0.89%
"Oct 25, 2019",October,2019,1761.33,1697.55,1764.21,1695,9.63M,-1.09%
"Oct 24, 2019",October,2019,1780.78,1771.09,1788.34,1760.27,5.20M,1.06%
"Oct 23, 2019",October,2019,1762.17,1761.3,1770.05,1742,2.19M,-0.20%
"Oct 22, 2019",October,2019,1765.73,1788.15,1789.78,1762,2.23M,-1.12%
"Oct 21, 2019",October,2019,1785.66,1769.66,1785.88,1765,2.22M,1.60%
"Oct 18, 2019",October,2019,1757.51,1787.8,1793.98,1749.2,3.37M,-1.68%
"Oct 17, 2019",October,2019,1787.48,1796.49,1798.85,1782.02,2.71M,0.57%
"Oct 16, 2019",October,2019,1777.43,1773.33,1786.24,1770.52,2.80M,0.57%
"Oct 15, 2019",October,2019,1767.38,1742.14,1776.45,1740.62,3.13M,1.78%
"Oct 14, 2019",October,2019,1736.43,1728.91,1741.89,1722,1.93M,0.26%
"Oct 11, 2019",October,2019,1731.92,1742.92,1745.45,1729.86,3.28M,0.68%
"Oct 10, 2019",October,2019,1720.26,1725.24,1738.29,1713.75,2.72M,-0.10%
"Oct 09, 2019",October,2019,1721.99,1719.61,1729.95,1714.36,2.09M,0.97%
"Oct 08, 2019",October,2019,1705.51,1722.49,1727,1705,2.63M,-1.57%
"Oct 07, 2019",October,2019,1732.66,1731.63,1747.83,1723.7,2.19M,-0.40%
"Oct 04, 2019",October,2019,1739.65,1726.02,1740.58,1719.23,2.49M,0.88%
"Oct 03, 2019",October,2019,1724.42,1713,1725,1685.06,3.62M,0.65%
"Oct 02, 2019",October,2019,1713.23,1727.74,1728.89,1705,3.34M,-1.29%
"Oct 01, 2019",October,2019,1735.65,1746,1755.6,1728.41,3.17M,-0.01%
"Sep 30, 2019",September,2019,1735.91,1726.99,1737.46,1709.22,2.76M,0.61%
"Sep 27, 2019",September,2019,1725.45,1748,1749.12,1713.82,3.95M,-0.83%
"Sep 26, 2019",September,2019,1739.84,1762.79,1763.37,1731.5,3.57M,-1.61%
"Sep 25, 2019",September,2019,1768.33,1747.36,1773,1723,3.53M,1.53%
"Sep 24, 2019",September,2019,1741.61,1790.61,1795.7,1735.55,4.64M,-2.45%
"Sep 23, 2019",September,2019,1785.3,1777,1792.7,1767.32,3.14M,-0.49%
"Sep 20, 2019",September,2019,1794.16,1821.71,1830.63,1780.92,5.56M,-1.50%
"Sep 19, 2019",September,2019,1821.5,1821.02,1832.57,1817.9,2.08M,0.22%
"Sep 18, 2019",September,2019,1817.46,1817.04,1822.06,1795.5,2.54M,-0.28%
"Sep 17, 2019",September,2019,1822.55,1807.08,1823.99,1804.1,2.03M,0.81%
"Sep 16, 2019",September,2019,1807.84,1824.02,1825.69,1800.2,3.68M,-1.71%
"Sep 13, 2019",September,2019,1839.34,1842.01,1846.12,1835.17,1.97M,-0.23%
"Sep 12, 2019",September,2019,1843.55,1837.63,1853.66,1834.28,2.82M,1.13%
"Sep 11, 2019",September,2019,1822.99,1812.14,1833.42,1809.08,2.43M,0.13%
"Sep 10, 2019",September,2019,1820.55,1822.75,1825.81,1805.34,2.61M,-0.59%
"Sep 09, 2019",September,2019,1831.35,1841,1850,1824.61,3.00M,-0.12%
"Sep 06, 2019",September,2019,1833.51,1838.22,1840.65,1826.4,2.50M,-0.39%
"Sep 05, 2019",September,2019,1840.72,1821.95,1842,1815.58,3.33M,2.23%
"Sep 04, 2019",September,2019,1800.62,1805,1807.63,1796.23,2.33M,0.60%
"Sep 03, 2019",September,2019,1789.84,1770,1800.8,1768,3.55M,0.76%
"Aug 30, 2019",August,2019,1776.29,1797.49,1799.74,1764.57,3.06M,-0.57%
"Aug 29, 2019",August,2019,1786.4,1783,1798.55,1777.25,3.02M,1.26%
"Aug 28, 2019",August,2019,1764.25,1755,1767.86,1744.05,2.42M,0.14%
"Aug 27, 2019",August,2019,1761.83,1775.73,1779.4,1746.68,3.03M,-0.40%
"Aug 26, 2019",August,2019,1768.87,1766.91,1770,1743.51,3.09M,1.10%
"Aug 23, 2019",August,2019,1749.62,1793.03,1804.9,1745.23,5.28M,-3.10%
"Aug 22, 2019",August,2019,1805.6,1828,1829.41,1800.1,2.66M,-0.98%
"Aug 21, 2019",August,2019,1823.54,1819.39,1829.58,1815,2.04M,1.23%
"Aug 20, 2019",August,2019,1801.38,1814.5,1816.82,1799.88,1.93M,-0.81%
"Aug 19, 2019",August,2019,1816.12,1818.08,1826,1812.61,2.82M,1.31%
"Aug 16, 2019",August,2019,1792.57,1792.89,1802.91,1784.55,3.05M,0.93%
"Aug 15, 2019",August,2019,1776.12,1781.99,1788,1761.96,3.81M,0.75%
"Aug 14, 2019",August,2019,1762.96,1793.01,1795.65,1757.21,4.89M,-3.36%
"Aug 13, 2019",August,2019,1824.34,1783,1831.74,1780,4.08M,2.21%
"Aug 12, 2019",August,2019,1784.92,1795.99,1800.98,1777,2.91M,-1.25%
"Aug 09, 2019",August,2019,1807.58,1828.95,1831.09,1802.22,2.88M,-1.38%
"Aug 08, 2019",August,2019,1832.89,1806,1834.26,1798.11,3.70M,2.20%
"Aug 07, 2019",August,2019,1793.4,1773.99,1798.93,1757,4.53M,0.31%
"Aug 06, 2019",August,2019,1787.83,1792.23,1793.77,1753.4,5.07M,1.29%
"Aug 05, 2019",August,2019,1765.13,1770.22,1788.67,1748.78,6.06M,-3.19%
"Aug 02, 2019",August,2019,1823.24,1845.07,1846.36,1808.02,4.96M,-1.73%
"Aug 01, 2019",August,2019,1855.32,1871.72,1897.92,1844.01,4.71M,-0.61%
"Jul 31, 2019",July,2019,1866.78,1898.11,1899.55,1849.44,4.47M,-1.67%
"Jul 30, 2019",July,2019,1898.53,1891.12,1909.89,1883.48,2.91M,-0.73%
"Jul 29, 2019",July,2019,1912.45,1930,1932.23,1890.54,4.49M,-1.57%
"Jul 26, 2019",July,2019,1943.05,1942,1950.89,1924.51,4.93M,-1.56%
"Jul 25, 2019",July,2019,1973.82,2001,2001.2,1972.72,4.14M,-1.35%
"Jul 24, 2019",July,2019,2000.81,1969.3,2001.3,1965.87,2.63M,0.32%
"Jul 23, 2019",July,2019,1994.49,1995.99,1997.79,1973.13,2.70M,0.45%
"Jul 22, 2019",July,2019,1985.63,1971.14,1989,1958.26,2.91M,1.07%
"Jul 19, 2019",July,2019,1964.52,1991.21,1996,1962.23,3.19M,-0.68%
"Jul 18, 2019",July,2019,1977.9,1980.01,1987.5,1951.55,3.50M,-0.71%
"Jul 17, 2019",July,2019,1992.03,2007.05,2012,1992.03,2.56M,-0.89%
"Jul 16, 2019",July,2019,2009.9,2010.58,2026.32,2001.22,2.62M,-0.55%
"Jul 15, 2019",July,2019,2020.99,2021.4,2022.9,2001.55,2.98M,0.50%
"Jul 12, 2019",July,2019,2011,2008.27,2017,2003.87,2.51M,0.50%
"Jul 11, 2019",July,2019,2001.07,2025.62,2035.8,1995.3,4.32M,-0.81%
"Jul 10, 2019",July,2019,2017.41,1996.51,2024.94,1995.4,4.93M,1.46%
"Jul 09, 2019",July,2019,1988.3,1947.8,1990.01,1943.47,4.35M,1.84%
"Jul 08, 2019",July,2019,1952.32,1934.12,1956,1928.25,2.88M,0.48%
