"Date","Price","Open","High","Low","Change %"
"Oct 18, 2021","5.5132","5.4576","5.5422","5.4576","0.95%"
"Oct 15, 2021","5.4611","5.5139","5.5139","5.4337","-0.94%"
"Oct 14, 2021","5.5132","5.5139","5.5308","5.4670","-0.00%"
"Oct 13, 2021","5.5133","5.5368","5.5737","5.4988","-0.35%"
"Oct 12, 2021","5.5325","5.5370","5.5372","5.5328","-0.08%"
"Oct 11, 2021","5.5367","5.5073","5.5445","5.4946","0.52%"
"Oct 08, 2021","5.5082","5.5187","5.5324","5.4768","-0.19%"
"Oct 07, 2021","5.5188","5.4937","5.5295","5.4667","0.50%"
"Oct 06, 2021","5.4912","5.4770","5.5381","5.4755","0.30%"
"Oct 05, 2021","5.4748","5.4546","5.4879","5.4240","0.39%"
"Oct 04, 2021","5.4535","5.3614","5.4593","5.3614","1.67%"
"Oct 01, 2021","5.3639","5.4432","5.4432","5.3527","-1.45%"
"Sep 30, 2021","5.4428","5.4120","5.4767","5.3668","0.50%"
"Sep 29, 2021","5.4157","5.4286","5.4461","5.3920","-0.25%"
"Sep 28, 2021","5.4293","5.3920","5.4521","5.3863","0.70%"
"Sep 27, 2021","5.3914","5.3384","5.3945","5.3067","1.07%"
"Sep 24, 2021","5.3344","5.3039","5.3549","5.3023","0.59%"
"Sep 23, 2021","5.3030","5.2618","5.3124","5.2561","0.27%"
"Sep 22, 2021","5.2888","5.2706","5.3191","5.2495","0.36%"
"Sep 21, 2021","5.2699","5.3252","5.3374","5.2626","-1.02%"
"Sep 20, 2021","5.3240","5.2851","5.3779","5.2849","0.68%"
"Sep 17, 2021","5.2883","5.2568","5.3472","5.2509","0.66%"
"Sep 16, 2021","5.2535","5.2375","5.2801","5.2315","0.61%"
"Sep 15, 2021","5.2219","5.2408","5.2722","5.2148","-0.34%"
"Sep 14, 2021","5.2398","5.2393","5.2642","5.1980","0.48%"
"Sep 13, 2021","5.2147","5.2490","5.2659","5.2017","-0.58%"
"Sep 10, 2021","5.2454","5.1677","5.2712","5.1637","0.92%"
"Sep 09, 2021","5.1976","5.3252","5.3347","5.1930","-2.33%"
"Sep 08, 2021","5.3214","5.2016","5.3344","5.1955","2.94%"
"Sep 07, 2021","5.1692","5.1705","5.1708","5.1704","-0.00%"
"Sep 06, 2021","5.1693","5.1920","5.2126","5.1547","-0.44%"
"Sep 03, 2021","5.1923","5.1830","5.2017","5.1310","0.20%"
"Sep 02, 2021","5.1819","5.1864","5.2013","5.1420","-0.08%"
"Sep 01, 2021","5.1858","5.1694","5.1984","5.1417","0.71%"
"Aug 31, 2021","5.1492","5.1845","5.1973","5.1154","-0.67%"
"Aug 30, 2021","5.1840","5.1999","5.2266","5.1817","-0.30%"
"Aug 27, 2021","5.1996","5.2577","5.2615","5.1869","-1.00%"
"Aug 26, 2021","5.2522","5.2097","5.2676","5.2097","0.78%"
"Aug 25, 2021","5.2117","5.2482","5.2709","5.2058","-0.66%"
"Aug 24, 2021","5.2463","5.3801","5.3828","5.2452","-2.49%"
"Aug 23, 2021","5.3802","5.3795","5.4023","5.3440","0.06%"
"Aug 20, 2021","5.3770","5.4155","5.4757","5.3656","-0.69%"
"Aug 19, 2021","5.4142","5.4187","5.4560","5.3795","0.65%"
"Aug 18, 2021","5.3794","5.2839","5.3974","5.2625","1.60%"
"Aug 17, 2021","5.2948","5.2820","5.3046","5.2358","0.67%"
"Aug 16, 2021","5.2595","5.2439","5.2971","5.2285","0.25%"
"Aug 13, 2021","5.2466","5.2532","5.2816","5.2198","-0.11%"
"Aug 12, 2021","5.2524","5.2193","5.2618","5.2089","0.65%"
"Aug 11, 2021","5.2185","5.1898","5.2347","5.1636","0.56%"
"Aug 10, 2021","5.1895","5.2334","5.2631","5.1847","-0.83%"
"Aug 09, 2021","5.2331","5.2325","5.2993","5.2146","0.06%"
"Aug 06, 2021","5.2301","5.2467","5.2757","5.2049","-0.36%"
"Aug 05, 2021","5.2488","5.1700","5.2586","5.1101","1.55%"
"Aug 04, 2021","5.1685","5.1975","5.2463","5.1649","-0.54%"
"Aug 03, 2021","5.1967","5.1708","5.2750","5.1651","0.43%"
"Aug 02, 2021","5.1747","5.2158","5.2193","5.1136","-0.72%"
"Jul 30, 2021","5.2123","5.0773","5.2287","5.0754","2.58%"
"Jul 29, 2021","5.0812","5.1165","5.1165","5.0406","-0.67%"
"Jul 28, 2021","5.1157","5.1710","5.1926","5.1040","-1.03%"
"Jul 27, 2021","5.1690","5.1769","5.2061","5.1486","-0.14%"
"Jul 26, 2021","5.1761","5.2051","5.2304","5.1516","-0.47%"
"Jul 23, 2021","5.2006","5.1858","5.2332","5.1583","0.01%"
"Jul 22, 2021","5.2003","5.1887","5.2249","5.1670","0.25%"
"Jul 21, 2021","5.1874","5.2413","5.2782","5.1806","-0.63%"
"Jul 20, 2021","5.2205","5.2526","5.2950","5.2017","-0.60%"
"Jul 19, 2021","5.2519","5.1185","5.2591","5.1185","2.68%"
"Jul 16, 2021","5.1147","5.1129","5.1281","5.0742","0.06%"
"Jul 15, 2021","5.1118","5.0715","5.1382","5.0566","0.81%"
"Jul 14, 2021","5.0706","5.1638","5.1656","5.0666","-1.77%"
"Jul 13, 2021","5.1622","5.1747","5.2232","5.1479","-0.21%"
"Jul 12, 2021","5.1730","5.2586","5.2850","5.1630","-1.61%"
"Jul 08, 2021","5.2579","5.2315","5.3145","5.2186","0.50%"
"Jul 07, 2021","5.2315","5.1969","5.2815","5.1696","0.67%"
"Jul 06, 2021","5.1969","5.0968","5.2175","5.0753","2.08%"
"Jul 05, 2021","5.0910","5.0551","5.1007","5.0459","0.66%"
"Jul 02, 2021","5.0575","5.0507","5.0745","4.9875","0.20%"
"Jul 01, 2021","5.0476","4.9705","5.0557","4.9467","1.59%"
"Jun 30, 2021","4.9686","4.9566","5.0241","4.9527","0.26%"
"Jun 29, 2021","4.9559","4.9325","4.9714","4.9209","0.64%"
"Jun 28, 2021","4.9244","4.9307","4.9724","4.9171","-0.18%"
"Jun 25, 2021","4.9335","4.9143","4.9750","4.8929","0.40%"
"Jun 24, 2021","4.9137","4.9671","4.9720","4.8977","-1.07%"
"Jun 23, 2021","4.9667","4.9577","4.9802","4.9373","0.19%"
"Jun 22, 2021","4.9574","5.0143","5.0459","4.9569","-1.11%"
"Jun 21, 2021","5.0130","5.0753","5.0824","5.0129","-1.53%"
"Jun 18, 2021","5.0907","5.0077","5.1100","4.9815","1.69%"
"Jun 17, 2021","5.0059","5.0587","5.0760","5.0068","-0.96%"
"Jun 16, 2021","5.0545","5.0436","5.0821","4.9921","0.18%"
"Jun 15, 2021","5.0453","5.0635","5.1041","5.0385","-0.29%"
"Jun 14, 2021","5.0601","5.1153","5.1190","5.0539","-1.11%"
"Jun 11, 2021","5.1171","5.0590","5.1395","5.0530","1.22%"
"Jun 10, 2021","5.0552","5.0650","5.0922","5.0323","-0.14%"
"Jun 09, 2021","5.0621","5.0363","5.0863","5.0181","0.59%"
"Jun 08, 2021","5.0325","5.0468","5.0689","5.0205","-0.25%"
"Jun 07, 2021","5.0451","5.0466","5.0703","5.0172","-0.09%"
"Jun 04, 2021","5.0495","5.1135","5.1154","5.0320","-0.55%"
"Jun 03, 2021","5.0775","5.0786","5.0786","5.0780","0.04%"
"Jun 02, 2021","5.0754","5.1515","5.1754","5.0671","-1.47%"
"Jun 01, 2021","5.1509","5.2210","5.2212","5.1399","-1.27%"
"May 31, 2021","5.2172","5.2228","5.2632","5.1982","-0.15%"
"May 28, 2021","5.2252","5.2400","5.2664","5.2088","-0.25%"
"May 27, 2021","5.2383","5.3120","5.3133","5.2346","-1.38%"
"May 26, 2021","5.3115","5.3289","5.3435","5.2867","-0.39%"
"May 25, 2021","5.3320","5.3210","5.3468","5.2941","0.27%"
"May 24, 2021","5.3175","5.3664","5.3746","5.3095","-0.82%"
"May 21, 2021","5.3617","5.2843","5.3710","5.2703","1.50%"
"May 20, 2021","5.2825","5.3105","5.3109","5.2699","-0.51%"
"May 19, 2021","5.3094","5.2608","5.3261","5.2586","0.93%"
"May 18, 2021","5.2605","5.2754","5.2814","5.2298","-0.24%"
"May 17, 2021","5.2729","5.2725","5.3205","5.2442","0.00%"
"May 14, 2021","5.2728","5.3090","5.3090","5.2442","-0.68%"
"May 13, 2021","5.3090","5.3043","5.3331","5.2519","0.05%"
"May 12, 2021","5.3061","5.2227","5.3198","5.2105","1.63%"
"May 11, 2021","5.2208","5.2273","5.2823","5.2031","-0.12%"
"May 10, 2021","5.2272","5.2340","5.2526","5.1964","-0.18%"
"May 07, 2021","5.2368","5.2768","5.2952","5.2025","-0.74%"
"May 06, 2021","5.2760","5.3573","5.3752","5.2567","-1.46%"
"May 05, 2021","5.3542","5.4455","5.4478","5.3512","-1.64%"
"May 04, 2021","5.4435","5.4398","5.4843","5.4113","0.03%"
"May 03, 2021","5.4420","5.4360","5.4561","5.3727","0.10%"
"Apr 30, 2021","5.4366","5.3383","5.4489","5.3351","1.86%"
"Apr 29, 2021","5.3375","5.3428","5.3798","5.3274","-0.10%"
"Apr 28, 2021","5.3430","5.4526","5.4561","5.3429","-1.95%"
"Apr 27, 2021","5.4490","5.4366","5.4673","5.4097","0.23%"
"Apr 26, 2021","5.4364","5.4757","5.4904","5.4318","-0.71%"
"Apr 23, 2021","5.4751","5.4446","5.5240","5.4239","0.56%"
"Apr 22, 2021","5.4448","5.5669","5.5669","5.4373","-2.23%"
"Apr 21, 2021","5.5690","5.5692","5.5695","5.5692","0.01%"
"Apr 20, 2021","5.5687","5.5461","5.5883","5.5022","0.41%"
"Apr 19, 2021","5.5461","5.5873","5.6224","5.5262","-0.76%"
"Apr 16, 2021","5.5883","5.6142","5.6781","5.5658","-0.50%"
"Apr 15, 2021","5.6162","5.6540","5.6603","5.5951","-0.64%"
"Apr 14, 2021","5.6526","5.7180","5.7359","5.6452","-1.12%"
"Apr 13, 2021","5.7166","5.7340","5.7562","5.6629","-0.29%"
"Apr 12, 2021","5.7333","5.6822","5.7425","5.6300","0.90%"
"Apr 09, 2021","5.6821","5.5682","5.6852","5.5665","1.98%"
"Apr 08, 2021","5.5720","5.6136","5.6174","5.5381","-0.75%"
"Apr 07, 2021","5.6143","5.5904","5.6550","5.5474","0.43%"
"Apr 06, 2021","5.5904","5.6642","5.6698","5.5742","-1.29%"
"Apr 05, 2021","5.6632","5.7100","5.7101","5.6323","-0.78%"
"Apr 02, 2021","5.7075","5.7080","5.7080","5.7080","0.01%"
"Apr 01, 2021","5.7071","5.6330","5.7276","5.6080","1.34%"
"Mar 31, 2021","5.6315","5.7740","5.7768","5.6214","-2.48%"
"Mar 30, 2021","5.7745","5.7824","5.8034","5.7200","-0.09%"
"Mar 29, 2021","5.7799","5.7550","5.8069","5.7359","0.40%"
"Mar 26, 2021","5.7566","5.6473","5.7589","5.6448","1.93%"
"Mar 25, 2021","5.6475","5.6213","5.6821","5.6174","0.47%"
"Mar 24, 2021","5.6209","5.5216","5.6432","5.4891","1.80%"
"Mar 23, 2021","5.5214","5.5045","5.5509","5.4640","0.31%"
"Mar 22, 2021","5.5045","5.5087","5.5483","5.4936","0.23%"
"Mar 19, 2021","5.4917","5.5609","5.5640","5.4482","-1.24%"
"Mar 18, 2021","5.5604","5.5860","5.5860","5.4763","-0.41%"
"Mar 17, 2021","5.5832","5.6249","5.6827","5.5688","-0.74%"
"Mar 16, 2021","5.6246","5.6252","5.6344","5.5574","0.16%"
"Mar 15, 2021","5.6156","5.5501","5.6568","5.5310","1.15%"
"Mar 12, 2021","5.5518","5.5362","5.5873","5.5324","0.29%"
"Mar 11, 2021","5.5357","5.6078","5.6215","5.5257","-2.40%"
"Mar 10, 2021","5.6720","5.7902","5.8144","5.6443","-2.25%"
"Mar 09, 2021","5.8025","5.8753","5.8787","5.7675","-1.24%"
"Mar 08, 2021","5.8755","5.6898","5.8769","5.6898","3.25%"
"Mar 05, 2021","5.6908","5.6697","5.7232","5.6517","0.38%"
"Mar 04, 2021","5.6693","5.5700","5.6852","5.5438","0.89%"
"Mar 03, 2021","5.6193","5.6872","5.7729","5.5806","-1.00%"
"Mar 02, 2021","5.6761","5.6421","5.7340","5.6386","0.61%"
"Mar 01, 2021","5.6418","5.5870","5.6427","5.5553","0.77%"
"Feb 26, 2021","5.5986","5.5340","5.6093","5.4905","1.23%"
"Feb 25, 2021","5.5308","5.4450","5.5390","5.4173","2.30%"
"Feb 24, 2021","5.4062","5.4409","5.4454","5.3895","-0.64%"
"Feb 23, 2021","5.4409","5.4692","5.4843","5.4075","-0.46%"
"Feb 22, 2021","5.4659","5.5128","5.5342","5.4296","1.55%"
"Feb 19, 2021","5.3823","5.4267","5.4706","5.3670","-0.82%"
"Feb 18, 2021","5.4270","5.3877","5.4535","5.3854","0.30%"
"Feb 17, 2021","5.4105","5.3707","5.4331","5.3707","0.76%"
"Feb 16, 2021","5.3695","5.3685","5.3707","5.3685","-0.01%"
"Feb 12, 2021","5.3698","5.3953","5.4127","5.3542","0.06%"
"Feb 11, 2021","5.3665","5.3882","5.4118","5.3330","-0.36%"
"Feb 10, 2021","5.3860","5.3790","5.4378","5.3485","0.15%"
"Feb 09, 2021","5.3781","5.3660","5.4478","5.3535","0.23%"
"Feb 08, 2021","5.3657","5.4040","5.4208","5.3042","-0.09%"
"Feb 05, 2021","5.3704","5.4270","5.4562","5.3436","-1.04%"
"Feb 04, 2021","5.4266","5.3552","5.4571","5.3544","1.37%"
"Feb 03, 2021","5.3534","5.3663","5.3945","5.3201","-0.27%"
"Feb 02, 2021","5.3680","5.4326","5.4326","5.3425","-1.18%"
"Feb 01, 2021","5.4322","5.4663","5.4863","5.4205","-0.55%"
"Jan 29, 2021","5.4625","5.4390","5.5061","5.4189","0.40%"
"Jan 28, 2021","5.4410","5.4250","5.4604","5.3898","0.50%"
"Jan 27, 2021","5.4138","5.3556","5.4205","5.3491","1.09%"
"Jan 26, 2021","5.3552","5.4711","5.4783","5.3119","-2.04%"
"Jan 25, 2021","5.4665","5.4670","5.4670","5.4670","-0.00%"
"Jan 22, 2021","5.4666","5.3547","5.4875","5.3547","2.17%"
"Jan 21, 2021","5.3506","5.2544","5.4006","5.2314","1.11%"
"Jan 20, 2021","5.2917","5.3589","5.3589","5.2823","-1.23%"
"Jan 19, 2021","5.3578","5.2691","5.3685","5.2420","1.17%"
"Jan 18, 2021","5.2957","5.3025","5.3229","5.2355","0.06%"
"Jan 15, 2021","5.2927","5.1971","5.3108","5.1971","1.85%"
"Jan 14, 2021","5.1967","5.2991","5.3034","5.1910","-1.93%"
"Jan 13, 2021","5.2990","5.3233","5.3550","5.2702","-0.44%"
"Jan 12, 2021","5.3226","5.4893","5.4942","5.3116","-3.03%"
"Jan 11, 2021","5.4890","5.4666","5.5166","5.4491","1.31%"
"Jan 08, 2021","5.4178","5.4108","5.4408","5.3208","0.14%"
"Jan 07, 2021","5.4101","5.3169","5.4187","5.2989","1.81%"
"Jan 06, 2021","5.3139","5.2863","5.3597","5.2318","0.54%"
"Jan 05, 2021","5.2854","5.2955","5.3547","5.2515","-0.22%"
